Job Title,Job Description,Rating,Location,Size,Industry,Sector,Founded,salary_avg
operations data analyst,req id job location charlotte nc us brighthouse financial mission help people achieve financial security one largest providers annuities life insurance us specialize products designed help people protect theyve earned ensure lasts built foundation experience knowledge allows us keep promises provide value deserve brighthouse financial fostering culture diverse backgrounds experiences celebrated different ideas heard respected believe creating inclusive workplace better able attract retain talent provide valuable solutions meet needs advisors clients deliver mission helping people achieve financial security se eking passionate highperforming team member join us sound like read role contributes brighthouse financial operations data analyst assist execution data compilation reporting analysis operations monitor third party commissions transactions address operational escalations role primary function analyzing policy transactions commission activities generating maintaining reporting requirements senior leadership verify accuracy completeness data key responsibilities analyze transactional data daily monthly basis validate system results expected perform reconciliations ensure accuracy completeness data provide monthly adhoc reporting needs associated transaction trends senior leadership collaborate operations product identify operational errors inefficiencies discuss process enhancements accordance applicable policies procedures address operational escalations require review approval additional duties requested essential business experience technical skills years experience data analytics sox financial controls executing internal process controls preferably within insurance provider financial services company required strong background trend data analytics ability provide meaningful analysis recommendations proficient understanding operations process workflows strong organizational skills ability manage multiple tasks requests ability build effective relationships work business partners levels especially operations product compliance undergraduate degree preferred salary grade travel less number openings pi,3.8,Charlotte,1001 to 5000 employees,Insurance Carriers,Insurance,2017.0,97.0
sr data scientist ii,data scientist dawn everything internet insurance intimate personal walked street chat broker risk business livelihood covered handshake today things different average insurance policy momandpop store trades dozen different hands traverses maze systems processes accountable fewer know whole story problems solve entail understanding data identifying patterns quantifying impact ml nlp models designing data visualizations seek data scientist help drive new digital ai product team mission unlock potential data identify new opportunities one founding members small multidisciplinary team technologists designers product managers you’ll freedom make key product decisions without much oversight tools resources build ship ideas quickly you’ll part startuplike environment opportunity control leadership company thousands existing customers want use statistical scientific engineering training craft deploy models transform one entrenched industries paint plots models don’t keep secrets image recognition longer innovation instead routine task nlp isn’t foreign acronym you’ve gone strings whiskers sail smooth python always sklearn tensorflow keras pytorch deck kmeans curt text logit probit hobbit characters experience relational databases postgresql oracle sql server maybe even hadoop hive spark redshift strive learn newest greatest techniques bertelmo sesame street© characters you’ll foundation advanced analytics global company roadmap projects you’ll work tie directly business goals objectives manage entire lifecycle data projects strategic planning tactical activities data collection cleanup analysis model implementation sourcing new data firm rarely scrapes pulls pushes facilitate communication throughout development process executive stakeholders users technical teams coordinate build strong working relations various internal stakeholder groups including engineering legal minimum qualifications degree computer science engineering mathematics statistics data science related technical field equivalent practical experience years work experience data science related field experience statistical modeling using r python similar statistical languages depth knowledge advanced models generalized linear models penalized regression models tree based models neural networks proven track record building businesspractical models implementing production familiarity pandas numpy scikitlearn keras tensorflow pytorch experience data architecture management postgresql hadoop oracle hive spark redshift andor sql server apply httpsargogroupwdmyworkdayjobscomargo please note time argo group sponsor applicant employment authorization position recruitment agencies unless requested work position positions argo group please forward resumes argo group employees argo group responsible fees related unsolicited resumes equal opportunity employer discriminate basis age ancestry color gender gender expression gender identity genetic information marital status national origin citizenship including language use restrictions denial family medical care leave disability mental physical including hiv aids medical condition including cancer genetic characteristics race religious creed including religious dress grooming practices sex including pregnancy child birth breastfeeding medical conditions related pregnancy child birth breastfeeding sexual orientation military veteran status status protected federal state andor local laws applicants convenient application experience please use “apply linkedin” button manually entering include recent relevant job information needed role either method please attach current resume additional job history may obtained selected interview process,3.5,New York,1001 to 5000 employees,Insurance Carriers,Insurance,1948.0,97.0
data scientist,job description key job duties responsibilities iivi epiworks seeking data scientist quality department support semiconductor manufacturing operations position supports companys iso quality system position requires creative problem solving crossfunctional communication team work technical documentation presentation skills candidates demonstrate exceptional ability quickly adapt ambiguous business objectives clearly communicating value advanced analytics technical audience primary responsibilities support maintenance improvement quality management system qms compile write control plans procedures work instructions checklists products controlled documents within qms identify improvement opportunities use advanced statistics problem solving techniques mathematical modeling quantitative analysis data modelling improve sustain process effectiveness assist quality lead development implementation improvement plans reduce variation mean various process parameters report results supplier audits surveys evaluations based suppliers ability provide products meeting specifications requirements perform internal audits including preaudit planning audit execution evaluation post audit follow recommendations performs duties compliance safety rules regulations required company federal state local provisions safety performs duties within scope job assignment assigned supervisor requirements include bachlers degree technical discipline applied mathematics statistics decision science econometrics engineering computer science experience system data analysis tools data structure including spreadsheets excel programming eg c vb data eg access oracle datatext mining sql sql servers mathematica sas jmp minitab general programing scripting language support data manipulations including excel macros sql queries six sigma methods associated skills including statistical process control spc job posted applicantpro,3.3,Champaign,10000+ employees,Telecommunications Manufacturing,Telecommunications,1971.0,97.0
data scientist,position data scientist location san francisco ca duration long term least years experience applied data science analytics data storytelling write well documented code shared used across teams scale used existing products sql advanced python r descriptive predictive models tableau visualization working knowledge hadoop bigquery presto vertica apply expertise quantitative analysis data mining presentation data uncover unique actionable insights customer service health public conversation social media inform influence support execute analysis feeds one many analytics domains customer analytics product analytics business operation analytics cost analytics media analytics people analytics select deselect analytics priorities insights data based ability drive desired outcomes end end process initiation deployment ongoing communication collaboration sharing results partners leadership mentor create sense community learning environments global team data analysts soft skills ability communicate findings clearly technical nontechnical audiences effectively collaborate within crossfunctional teams working knowledge agile framework processes comfortable managing work plans timelines milestones sense urgency move quickly ship things bonus points youre experienced metrics experimentdriven development experience statistical methodology multivariate timeseries experimental design data mining etc thanks regards g naveen kumar surya systems inc e uwchlan avenue suite exton pa email gavvalansuryasyscom mailtogavvalansuryasyscom desk,4.6,San Francisco,1 to 50 employees,Computer Hardware & Software,Information Technology,1995.0,97.0
data scientist,fueled fundamental belief access financial services creates opportunity paypal nasdaq pypl committed democratizing financial services empowering people businesses join thrive global economy open digital payments platform gives paypal’s million active account holders confidence connect transact new powerful ways whether online mobile device app person combination technological innovation strategic partnerships paypal creates better ways manage move money offers choice flexibility sending payments paying getting paid available markets around world paypal platform including braintree venmo xoom enables consumers merchants receive money currencies withdraw funds currencies hold balances paypal accounts currencies applying job required create account already created account click sign creating account allow follow progress applications system requirements help us process application guidelines creation account provide full legal first namefamily name – important us ensure future hires right system set please capitalize first letter first last name please avoid using fully capitalized text first andor last name note name hyphenated multiple capitalization please use format government id job description summary paypal we’re literally reinventing world pays gets paid understand it’s people connect individuals let shop get paid donate send money using today’s technology confidence comes security control paypal enables ready help us change world world’s leading payments company paypal brings together family brands revolutionizing way people move money paypal immersed amazing community vibrant culture thrives innovation collaboration inclusion wellness data scientist paypal’s global data science organization impact paypal’s marketing product around world data scientists work better understand endusers identify opportunities improve products marketing outreach creating personal smart experiences making use paypal’s endless amount data leverage data machine learning skills research delivery endtoend data science solutions experienced data scientist sharp analytical skills passion deriving new insights unimaginable amounts data solving unique challenges leveraging machine learning algorithms working highly collaborative valuesdriven environment – paypal’s global data sciences gds looking job description role lead datascientist · work partners translate business challenges data science problems · mine data extract information paypal’s big data environment · leverage machine learning algorithms solve reallife problems · work engineers product managers develop deliver ee data science driven solutions bring real business value · analyze various kinds data conclude actionable insights · carry independent research innovation new content ml technological domains supporting existing projects · masters phd equivalent experience quantitative field computer science mathematics engineering artificial intelligence etc · years productmarketing data science work experience plus · code writing capability programming language python r java scala etc familiarity relevant ml packages · hadoop experience pig hive spark · strong analytical skills · excellent spoken written english · team worker responsible deliveryoriented subsidiary paypal travel percent primary location remote texas texas united states america additional locations san jose purposedriven company whose beliefs foundation conduct business every day hold one team behaviors demand hold highest ethical standards empower open diverse workplace strive treat everyone touched business dignity respect employees challenge status quo ask questions find solutions want break barriers financial empowerment join us change way world defines financial freedom paypal provides equal employment opportunity eeo persons regardless age color national origin citizenship status physical mental disability race religion creed gender sex pregnancy sexual orientation gender identity andor expression genetic information marital status status regard public assistance veteran status characteristic protected federal state local law addition paypal provide reasonable accommodations qualified individuals disabilities unable submit application incompatible assistive technology disability please contact us paypalglobaltalentacquisitionpaypalcom,3.8,Texas,10000+ employees,Internet,Information Technology,1998.0,97.0
senior data analyst,us life brings families closer smart tools designed protect connect people matter known firsttomarket solutions modern family challenges life recently reached apples us app stores list free social networking apps nearly us families kids use life average times day global membership growing exponentially million active users countries march making life largest mobile service families world reach gives us opportunity unprecedented good families valued core offerings advanced location sharing private messaging driver monitoring help alerts roadside assistance crash detection emergency response average respond roadside assists dispatch ambulances month need offering free paid memberships addition company raised million equity financing recently completed ipo asx exchange giving employees liquidity public company upside private growth stage business lifes rapidly growing team employees headquartered san francisco offices san diego las vegas job data plays crucial role lifes growth driving smarter decisions improving operations creating higher value user experiences analytics team partner wide variety crossfunctional partners apply data insights strategic initiatives know users life core value looking analytics professionals passionate leveraging user data create value life families youll working dynamic growth environment leading efforts better understand business product customer life one interesting datasets world location driving product usage purchasing behavioral data centered around matters family passion making impact working products help millions families around world right place responsibilities analytics team members work closely specific strategic teams also opportunities work companywide initiatives person expected focus particular area also generalize skills towards parts business variety projects role looking someone partner revenue team developing actionable insights product financial perspectives common projects range financial disclosure reports tell lifes growth story conducting deepdive analyses identifying opportunities subscription growth ultimately tasked finding data insights deliver business value typical responsibilities leverage data understand life family product usage developing insights apply product marketing business strategy partner executives product managers engineers marketers designers translate data insights smarter decisions applications establish manage kpis measure health business product performance customer experience quality build dashboards reporting processes monitor business product trends develop frameworks tools best practices apply data insights towards business questions conduct analyses build models identify opportunities drive growth design analyze experiments communicate results drive decisions potential projects may include forecasting business performance developing family driving profiles predicting customer lifetime value minimum qualifications looking candidates diverse background compliment skills backgrounds current team dont fit criteria please apply anyway list preference rather rule priority well rounded team delivers results looking candidates previous experience analytics teams willing help coach mentor colleagues best data practices years preferred degree quantitative field like statistics economics applied math operations research engineering finance business intelligence advanced degrees preferred experience product analytics related mobile apps sql expertise able write structured efficient queries large datasets experience scripting languages like analysis visualization libraries python r strong verbalwritten communication skills ability collaborate crossfunctional partners build business proficiency building data visualizations interactive dashboards tools like tableau experience designing evaluating experiments draw inferential recommendations curiosity learn new topics uncover hidden insights perks fridays work home days life competitive pay benefits free snacks drinks three ways brew favorite cup coffee food office catered lunches throughout week health dental vision insurance plans k plan month quality life perk great office plenty light heart soma district beautiful san francisco whatever makes stronger makes us stronger buy things need improve get job done position located san francisco ca remote role,3.9,San Francisco,51 to 200 employees,Internet,Information Technology,2008.0,97.0
data scientist,job description looking data scientist python tensorflow sklearn pandasnumpy skills experience years,3.9,Plano,1 to 50 employees,Consulting,Business Services,1995.0,97.0
data scientist,job description oversight leading provider cloudbased artificial intelligence solutions automating analyzing financial payment transactions identify fraud noncompliant purchases wasteful spending oversight analyzes trillion expenditures annually fortune companies government agencies worldwide position data scientist working team skilled motivated data scientists machine learning engineers designing building ai solutions expand product line responsibilities team fore front building operating supporting business systems machine learning core data scientist incorporating machine learning products order transform companies find manage spend risk throughout organization collaborate cross functional teams complex data science problems responsible solution design data preparation model building model management ultimately we’re looking people excited machine learning data technology love solve problems constantly challenge provide best user experience work well alone wide range skills able willing constantly learn skills technical skillsrequirements years real world experience data science equivalent role extensive experience designing maintaining machine learning pipeline – etl feature engineering modeling predicting explaining deploying ongoing diagnostics excellent pattern recognition predictive modeling skills experience communicating complex models designing strong experience data processing data analytics experience analyzing wide variety structured unstructured data strong communication data presentation skills experience rd commercial software product development environment plus technologies expertise python scikitlearn pandas experience deep learning frameworks fastai keras pytorch etc preferred sql linux interested qualified candidates submit resume salary requirements recruiteroversightsystemscom oversight world’s largest companies government agencies trust oversight identify enterprise spend risk matter resides organization oversight’s aipowered platform drives financial transformation reducing audit effort eliminating data silos monitor analyze spend transactions unparalleled accuracy full visibility spend oversight customers find prioritize employeeinitiated thirdparty spend risk would otherwise go undetected inhouse processes identifying process breakdowns making corrections early oversight helps optimize budgets reduce outofpolicy spending maximizing audit efficiency eliminating cash leakage oversight equal opportunity employer job applicant privacy notice,4.7,Atlanta,51 to 200 employees,Computer Hardware & Software,Information Technology,2003.0,107.0
senior research statistician data scientist,acuity seeking senior research statistician data scientist use statistical knowledge research skills solve business problems research statistician develop implement interpret statistical models strong emphasis data mining statisticalpredictive modeling provides work direction essential functions identifies acquires additional data sources internal external used enhance analyses lead development analytical models drive superior business outcomes develop indepth understanding drivers optimization utilizing statistics data mining techniques using latest pc tools develop enhance monitor reports models business areas evaluate use data mining tools support train encourage consult areas company provide actionable information management continually monitor database information future needs explore acquire data outside sources use database tools support departments regular predictable attendance perform duties assigned education mastersphd statistics mathematics economics operations research computer science experience years pc insurance modelling project leader experience programming skills including sas r qualifications strong interpersonal quantitative problemsolving computer conceptual skills aptitude predictive modeling multivariate analysis statistical modeling data mining techniques mathematical statistics ability apply strong programming data management skills knowledge experience least one major computer programming language advanced syntax major statistical package job classified exempt,4.8,Sheboygan,1001 to 5000 employees,Insurance Carriers,Insurance,1925.0,107.0
software data engineer,data values integrity right things right reasons agility adapting thriving dynamic environment teamwork combining strengths amazing things passion channeling enthusiasm drive excellence creativity unleashing curiosity defy norm role software data engineer data responsible designing maintaining optimizing largescale automated elt processes working actively data scientists analysts specializing enterprise data warehousing leverage industrystandard data orchestration tools well inhouse proprietary scheduling automation tools create efficient reliable elt jobs support datas product offerings data warehousing needs customers incorporate cloud technologies processes forefront exploring defining best practices helping us transition products scalable part onboarding process learn datas proprietary technology stack query engine query language database data storage layer developed finetuned inhouse lifetime company elt processes heavily rely components whether written python airflow k proprietary data orchestration tools formally trained latter new data employee concepts familiar anyone exposure database techniques like normalizationindexingpartitioning mapreduce columnar database architecture distributed systems role sponsorable take taking endtoend ownership data products custom solutions clients coordinating systems core data science analytics teams build maintain data products custom solutions clients designing writing automated scripts preprocess terabytes data partnersclients designing writing new enterprisescale eltetl workflows scratch python using airflow docker kubernetes aws etc modifyingredesigning legacy eltetl processes leverage cuttingedge open source proprietary technologies ensuring quality reliability uptime critical automated processes migrating products processes cloud drastically reducing inhouse data center footprint already required skills least years professional experience programming python exposure etlelt pipeline automation exposure basic database concepts preferred skills good understanding data engineering nosql databases database design distributed systems andor information retrieval knowledge apache airflow familiarity functionalvector programming dba experience ability plan collect requirements projects interact analyst data science teams education stem bachelors required graduate degree big plus data years data helped financial retail consumer goods customers monitor shifts consumer demand market conditions rapidly respond highlytargeted strategies data insights platform combines market intelligence data management granular enterprise analytics collaboration capabilities empower better business outcomes worlds foremost companies partner data power smarter decisions find company page data httpsdatacomcompany equal opportunity employer value diversity company discriminate basis race religion color national origin gender sexual orientation age marital status veteran status disability status,3.1,New York,201 to 500 employees,Computer Hardware & Software,Information Technology,2000.0,107.0
data scientist,requisition id work area softwareresearchexpected travel career status professionalemployment type regular full timecareer level tposting date company descriptionsap started team five colleagues desire something new together changed enterprise software reinvented business done today market leader enterprise application software remain true roots thats engineer solutions fuel innovation foster equality spread opportunity employees customers across borders culturessap values entrepreneurial spirit fostering creativity building lasting relationships employees know diverse inclusive workforce keeps us competitive provides opportunities believe together transform industries grow economics lift societies sustain environment bestrun businesses make world run better improve peoples livespurpose objectivesap labs llc seeks data scientist palo alto ca location analyze customers business problems use cases forms requirements feasible product featureexpectations tasksexplore data sources implements data exploration preprocessing data cleansing historical data understand data evaluate data quality data science business value perspectives prepare data future models develop statistical machine learning models based preprocessed data proofofconcept assess optimize model quality based technical level tuning hyperparameters settings even changing models integrate statistical machine learning models product work application developers machine learning engineers closely ensure model ported product based prototyping work product managers designers ensure features delivered evaluate improve model performance business context refine model tuning hyperparameter adjusting data sources model approaches resolve business problem customer travel requirededucation qualificationsskills competenciesbachelors degree computer science engineering mathematics related field study years experience required company also accept masters degree years experiencework experienceexperience must involve years following ml data science knowledge define next key features solution build features architected speed distributed computing research prototyping development big data machine learning data science domain machine learning frameworks travel requiredtravel travel requiredinternal use reference code lhrssaps diversity commitmentto harness power innovation sap invests development diverse employees aspire leverage qualities appreciate unique competencies person brings companysap committed principles equal employment opportunity providing reasonable accommodations applicants physical andor mental disabilities interested applying employment sap need accommodation special assistance navigate website complete application please send email request recruiting operations team americas careersnorthamericasapcom careerslatinamericasapcom apj careersapjsapcom emea careerssapcom requests reasonable accommodation considered casebycase basiseoe aa mfvetdisabilityqualified applicants receive consideration employment without regard age race religion national origin gender sexual orientation gender identity protected veteran status disabilityadditional locations,3.6,Palo Alto,201 to 500 employees,Enterprise Software & Network Solutions,Information Technology,2006.0,107.0
real world evidence rwe scientist,genesis research international healthcare consultancy providing endtoend evidence development optimization communication services life sciences groups rwes team seen exceptional growth success providing holistic comprehensive support life science organizations looking experienced real world evidence rwe scientist join research team location hoboken new jersey responsibilities conceptualize scope projects work team project initiation completion client deliverables work project teams identify data needs sources structure support client issues problem solving understand strengths limitations realworld data rwd sources generate evidence analyze large complex healthcare data claims emr registry data using r sql python participate production presentation deliverables develop creative solutions complex problems key requirements bachelor’s degree technical quantitative field accredited college university eg statistics biostatistics epidemiology bioinformatics health economics mathematics outcomes research public health biology medicine masters mph phd degree preferred years relevant work experience less phd demonstrated knowledge rsql statistical methods experience developing implementing statistical analysis plans utilizing rwd clinical trials demonstrated thorough aptitude conducting quantitative qualitative analyses willingness provide superior customer service firstrate work product ability work independently collaboratively strong communication skills ability explain technical data analysis results business people well communicate quantitative challenges issues technical people knowledge preferred significant experience working analytical models visualization techniques tools advanced analytics techniques regression simulation etc identifying addressing client needs building relationships clients developing requests proposals creative innovative problem solving skills ability work tight deadlines highly dynamic environment experience developing scientific communications abstracts posters reports compensation competitive salary k performancerelated bonus health insurance benefits genesis research equal opportunities employer,5.0,Hoboken,1 to 50 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2009.0,107.0
data scientist,job overview advanced analytics data scientist execute advanced computational approaches accelerate optimize evidencebased pharmaceutical product development heshe leverage highdimensional population health data support rd medical heva commercial product development access business strategy advanced analytics data scientist roles generate analytics required healthcare decision makers support patient access use sanofi medicines heshe contribute insights required sanofi internal teams develop commercialize impactful medicines job responsibilities get apply broad array capabilities spanning machine learning statistics textminingnlp modeling extract insights structured unstructured healthcare data sources preclinical clinical trial complementary real world information streams work variety teambased projects providing expertise analytical computational approaches work latest tools technologies impact drug development contribute advanced analytics plans projects across rd medical affairs heva market access strategies plans design implement data models perform statistical analysis create predictive analysis models leverage analytics involving large datasets refine improve data models build construct prototypes advanced analytic workflows essential skills experience phd scd quantitative field health services research medical economics medical informatics biostatistics computer science computer engineering related field relevant masters degree least years relevant industry experience experience open source technologies ml libraries programming languages r python experience advanced ml techniques neural networksdeep learning reinforcement learning svm pca etc ability interact variety largescale data structures eg hdfs sql nosql experience working across multiple compute environments create workflows pipelines eg hpc cloud linux systems experience following biomedical data typespopulation health datareal world datanovel data streams strong oral written communication skills demonstrated ability work collaborate team environment desirable skills experience experience reproducible collaborative technology platforms eg github containers jupyter notebooks experience big data analytics platforms andor workflow tools exposure nlp technologies analyses knowledge datavis technologies ggplot shiny plotly tableau spotfire sanofi inc us affiliates equal opportunity affirmative action employers committed culturally diverse workforce qualified applicants receive consideration employment without regard race color creed religion national origin age ancestry nationality marital domestic partnership civil union status sex gender gender identity expression affectional sexual orientation disability veteran military status liability military status domestic violence victim status atypical cellular blood trait genetic information including refusal submit genetic testing characteristic protected law sanofi glassdoor gdsa sanofi linkedin lisa sanofi diversity inclusion foundational operate embedded core values recognize truly tap richness diversity brings must lead inclusion workplace differences thrive leveraged empower lives colleagues patients customers respect celebrate diversity people backgrounds experiences provide equal opportunity,3.7,Cambridge,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1973.0,107.0
data scientist,logistics done differentlyat xpo logistics invest hundreds millions dollars technology every year continue develop stateoftheart solutions customers scientist data science develop analytical experiments methodical manner regularly evaluate alternate models support strategic initiatives ongoing business processes work leads analysts data producersconsumers understand requirements develop technical solutions well ensure reliability performance data solutions become part growing dynamic team well help build career proud ofpay benefits morewe eager attract best offer competitive compensation generous benefits package including full health insurance medical dental vision k life insurance disability morewhat youll typical day develop solutions focused data science engineering using machine learning deep learning algorithms statistical concepts data modeling software development visualizations troubleshoot technical issues existing processes current development work solicit assistance roles groups drive resolution ensure integrity platform quality project timelines understand improve shared standard patterns templates artifacts architecture data science development approaches data models new technology adoption rollout generalize share technical approaches best practices among developers simplify communicate completed work broader audiences across company help support data consumers ensure reliable access trusted datawhat need succeed xpoat minimum youll need bachelors degree equivalent related work military experience year experience delivering solutions least two following data science data analysis geospatial finance econometrics cloud computing big data database management experience statistical modeling data analytics visualization using r python numpy pandas scipy plotly matplotlib significant experience applying one following analytical methods regression preferably mixed models data classification reduction cluster factor principle components decision trees bayesian inference advanced machine learning techniques experience statistical modeling machine learning deep learning data mining concepts track record solving problems methods technical database knowledge oracle nosql data modeling experience optimizing sql queries large data experience writing sql fluently recognizing correcting inefficient errorprone sql performing testdriven validation sql queries results microsoft office windows experience availability work periodic oncall support required teams rotation scheduleitd great also masters degree computer science mis engineering business related field recent college graduate handson moderately complex internship projects greater months data science specialization coursera udacity data camp etc years experience delivering solutions least two following data science data modeling data integration business intelligence years experience delivering solutions least two following data science data analysis geospatial finance econometrics cloud computing big data database managementbe part something bigxpo leading provider cuttingedge supply chain solutions successful companies world help customers manage goods efficiently using technology services greatest strength global team energetic innovative people experience levels talents make xpo great place workwe proud equal opportunityaffirmative action employer qualified applicants receive consideration employment without regard race sex disability veteran protected statusthe statements intended describe general nature level work performed people assigned classification intended construed exhaustive list responsibilities duties skills required personnel classified employees may required perform duties outside normal responsibilities time time needednearest major market indianapolisapply,3.7,Lebanon,10000+ employees,Transportation Management,Transportation & Logistics,2011.0,107.0
data scientist,trace data developing ground breaking product help companies monitor secure data integrating world security observability connectivity looking people strong background interest building successful products systems youre comfortable dealing lots moving pieces exquisite attention detail love learning new technologies systems data scientist develop large scale machine learning algorithms support monitoring privacy security capabilities machine learning algorithms power core features product identification sensitive data automated data classification anomaly detection using unsupervised deep learning techniques ranging computer vision algorithms pattern recognition variational autoencoders nlp design build launch efficient reliable new data models schemas pipelines enable analysis modeling machine learning partner product managers designers engineers prototype productize data mining features advise best practices statistical methods measuring evaluating experiments may fit role experience building products ground bachelorsmasters degree higher technical field computer science statistics economics operations research math physics engineering deep theoretical understanding modern machine learning algorithms statistical models optimization experience data tools python r sas sql etc strong skills data analysis data visualization engineering ability modeling work model development way launching production minimal help engineers experience mapreduce spark hive hbase google bigquery bigtable plus experience ml frameworks like tensorflow pytorch spark mllib xgboost scikitlearn plus youre strong communicators explaining complex technical concepts product managers data analysts engineers shouldnt problem trace data trace data early stage startup founded headquartered oakland california backed top tier investors including accel kleiner perkins highly crossfunctional organization encourage much collaboration possible culture transparency carry internal communication ensuring everyone information need make great decisions value humility respect diversity look people curious want grow impact every day trace data provides equal employment opportunities eeo applicants considered without regards race color religion national origin age sex marital status ancestry physical mental disability veteran status sexual orientation,3.9,Oakland,51 to 200 employees,Insurance Carriers,Insurance,2000.0,107.0
data scientist,descript new kind audiovideo creation tool powerful enough professionals easy enough accessible growing community new media creatives vision build nextgeneration platform enable easy fast creation audio video content powered cuttingedge ai first data scientist company youll responsible creating executing strategy build strong datacentric culture advocating bestinclass tools processes well influence key business decisions via quantitive insights love idea one first people small growing startup working closely ceo rest team lay foundation upon company grows powering ambiguity limited resources armed autonomy lot different hats wear youre passionate audiovideo content may job responsibilities mine user behavior data extract insights related products user experience build dashboards reports deliver insights product business owners provide inputs requirements evolution event analytics system work product management feature launches measurement ab testing related requirements requirements bs higher eg ms phd computer science statistics applied mathematics related areas years experience quantitative analysis expertise least one programming language data analysis eg python r expertise designing testing experiments strong communication collaboration skills selfaware strengths seeking constantly learn improve descript building next generation platform creative tools making audio video creation fast accessible collaborative google docs team predominantly engineers product designers ai researchers proven ceo backing worlds greatest investors andreessen horowitz redpoint ventures headquarters san francisco ai research team lyrebird based montreal descript special company thats possession product market fit raw materials passionate user community great product large market growth still early enough new employee measurable influence direction company rely self starters best work given freedom translate companys high level goals daytoday priorities,4.3,San Francisco,1 to 50 employees,-1,-1,1995.0,107.0
computer scientist 1,computer scientist nsbu melbourne fl united states join rincon research corporation rrc rincon research corporation primary business innovating developing fielding digital signal processing dsp products services united states defense intelligence communities support national security rincon research corporation seeks candidate broad software computer skillset interested advanced signal processing applications come join team creating cutting edge signal processing geolocation communication systems future primary responsibilities jr computer scientist position candidate responsible developing within heterogeneous software repository containing code python matlab c java candidate also responsible maintaining repository accessibility machine learning cloud technology strong cs background highly desired good communication skills ability interact remote coworkers customers required looking people able find creative cuttingedge solutions customer issues required background make successful bachelor’s degree computer science electrical engineering equivalent field discipline experience scientific programming experience programming highlevel language cc unixlinux platforms experience programming high level interpreted languages python andor matlab familiarity interfacing cc libraries within interpreted languages ability obtain maintain tssci security clearance us citizenship required position located position located melbourne fl office benefits rrc offer employerpaid premiums family medical dental insurance employee life insurance shortterm longterm disability std ltd flexible reimbursement spending accounts medical expense dependent care immediate participation vesting company’s employee stock ownership plan esop k plan employer contributions rrc’s esop employer matching contributions company’s k plan employer discretionary contributions company’s k plan rincon research corporation equal opportunity employer considers qualified applicants employment without regard race color creed religion national origin sex sexual orientation gender identity expression age disability veteran status protected factor,4.2,Melbourne,201 to 500 employees,Aerospace & Defense,Aerospace & Defense,1983.0,107.0
